State,Date,Death,Dates
Delaware,3/26/20,0,2020-03-26
Diamond Princess,3/26/20,0,2020-03-26
District of Columbia,3/26/20,1,2020-03-26
Florida,3/26/20,6,2020-03-26
Georgia,3/26/20,8,2020-03-26
Grand Princess,3/26/20,0,2020-03-26
Guam,3/26/20,0,2020-03-26
Hawaii,3/26/20,0,2020-03-26
Idaho,3/26/20,3,2020-03-26
Illinois,3/26/20,7,2020-03-26
Indiana,3/26/20,9,2020-03-26
Iowa,3/26/20,0,2020-03-26
Kansas,3/26/20,0,2020-03-26
Kentucky,3/26/20,0,2020-03-26
Louisiana,3/26/20,18,2020-03-26
Maine,3/26/20,0,2020-03-26
Maryland,3/26/20,0,2020-03-26
Massachusetts,3/26/20,10,2020-03-26
Michigan,3/26/20,20,2020-03-26
Minnesota,3/26/20,1,2020-03-26
Mississippi,3/26/20,3,2020-03-26
Missouri,3/26/20,0,2020-03-26
Montana,3/26/20,0,2020-03-26
Nebraska,3/26/20,0,2020-03-26
Nevada,3/26/20,4,2020-03-26
New Hampshire,3/26/20,0,2020-03-26
New Jersey,3/26/20,28,2020-03-26
New Mexico,3/26/20,0,2020-03-26
New York,3/26/20,235,2020-03-26
North Carolina,3/26/20,1,2020-03-26
North Dakota,3/26/20,0,2020-03-26
Northern Mariana Islands,3/26/20,0,2020-03-26
Ohio,3/26/20,6,2020-03-26
Oklahoma,3/26/20,2,2020-03-26
Oregon,3/26/20,1,2020-03-26
Pennsylvania,3/26/20,3,2020-03-26
Puerto Rico,3/26/20,0,2020-03-26
Rhode Island,3/26/20,0,2020-03-26
South Carolina,3/26/20,2,2020-03-26
South Dakota,3/26/20,0,2020-03-26
Tennessee,3/26/20,0,2020-03-26
Texas,3/26/20,6,2020-03-26
Utah,3/26/20,0,2020-03-26
Vermont,3/26/20,1,2020-03-26
Virgin Islands,3/26/20,0,2020-03-26
Virginia,3/26/20,1,2020-03-26
Washington,3/26/20,17,2020-03-26
West Virginia,3/26/20,0,2020-03-26
Wisconsin,3/26/20,7,2020-03-26
Wyoming,3/26/20,0,2020-03-26
Alabama,3/27/20,3,2020-03-27
Alaska,3/27/20,0,2020-03-27
American Samoa,3/27/20,0,2020-03-27
Arizona,3/27/20,5,2020-03-27
Arkansas,3/27/20,1,2020-03-27
California,3/27/20,20,2020-03-27
Colorado,3/27/20,12,2020-03-27
Connecticut,3/27/20,6,2020-03-27
Delaware,3/27/20,1,2020-03-27
Diamond Princess,3/27/20,0,2020-03-27
District of Columbia,3/27/20,0,2020-03-27
Florida,3/27/20,6,2020-03-27
Georgia,3/27/20,16,2020-03-27
Grand Princess,3/27/20,2,2020-03-27
Guam,3/27/20,0,2020-03-27
Hawaii,3/27/20,0,2020-03-27
Idaho,3/27/20,0,2020-03-27
Illinois,3/27/20,8,2020-03-27
Indiana,3/27/20,3,2020-03-27
Iowa,3/27/20,2,2020-03-27
Kansas,3/27/20,1,2020-03-27
Kentucky,3/27/20,2,2020-03-27
Louisiana,3/27/20,36,2020-03-27
Maine,3/27/20,1,2020-03-27
Maryland,3/27/20,1,2020-03-27
Massachusetts,3/27/20,10,2020-03-27
Michigan,3/27/20,36,2020-03-27
Minnesota,3/27/20,2,2020-03-27
Mississippi,3/27/20,2,2020-03-27
Missouri,3/27/20,0,2020-03-27
Montana,3/27/20,1,2020-03-27
Nebraska,3/27/20,0,2020-03-27
Nevada,3/27/20,0,2020-03-27
New Hampshire,3/27/20,0,2020-03-27
New Jersey,3/27/20,32,2020-03-27
New Mexico,3/27/20,0,2020-03-27
New York,3/27/20,265,2020-03-27
North Carolina,3/27/20,1,2020-03-27
North Dakota,3/27/20,1,2020-03-27
Northern Mariana Islands,3/27/20,0,2020-03-27
Ohio,3/27/20,8,2020-03-27
Oklahoma,3/27/20,1,2020-03-27
Oregon,3/27/20,1,2020-03-27
Pennsylvania,3/27/20,4,2020-03-27
Puerto Rico,3/27/20,1,2020-03-27
Rhode Island,3/27/20,2,2020-03-27
South Carolina,3/27/20,4,2020-03-27
South Dakota,3/27/20,0,2020-03-27
Tennessee,3/27/20,3,2020-03-27
Texas,3/27/20,12,2020-03-27
Utah,3/27/20,0,2020-03-27
Vermont,3/27/20,1,2020-03-27
Virgin Islands,3/27/20,0,2020-03-27
Virginia,3/27/20,0,2020-03-27
Washington,3/27/20,7,2020-03-27
West Virginia,3/27/20,0,2020-03-27
Wisconsin,3/27/20,2,2020-03-27
Wyoming,3/27/20,0,2020-03-27
Alabama,3/28/20,0,2020-03-28
Alaska,3/28/20,1,2020-03-28
American Samoa,3/28/20,0,2020-03-28
Arizona,3/28/20,2,2020-03-28
Arkansas,3/28/20,2,2020-03-28
California,3/28/20,88,2020-03-28
Colorado,3/28/20,13,2020-03-28
Connecticut,3/28/20,6,2020-03-28
Delaware,3/28/20,1,2020-03-28
Diamond Princess,3/28/20,0,2020-03-28
District of Columbia,3/28/20,1,2020-03-28
Florida,3/28/20,19,2020-03-28
Georgia,3/28/20,5,2020-03-28
Grand Princess,3/28/20,0,2020-03-28
Guam,3/28/20,0,2020-03-28
Hawaii,3/28/20,0,2020-03-28
Idaho,3/28/20,1,2020-03-28
Illinois,3/28/20,13,2020-03-28
Indiana,3/28/20,12,2020-03-28
Iowa,3/28/20,0,2020-03-28
Kansas,3/28/20,1,2020-03-28
Kentucky,3/28/20,2,2020-03-28
Louisiana,3/28/20,18,2020-03-28
Maine,3/28/20,0,2020-03-28
Maryland,3/28/20,0,2020-03-28
Massachusetts,3/28/20,9,2020-03-28
Michigan,3/28/20,23,2020-03-28
Minnesota,3/28/20,1,2020-03-28
Mississippi,3/28/20,5,2020-03-28
Missouri,3/28/20,4,2020-03-28
Montana,3/28/20,0,2020-03-28
Nebraska,3/28/20,2,2020-03-28
Nevada,3/28/20,0,2020-03-28
New Hampshire,3/28/20,1,2020-03-28
New Jersey,3/28/20,51,2020-03-28
New Mexico,3/28/20,0,2020-03-28
New York,3/28/20,352,2020-03-28
North Carolina,3/28/20,1,2020-03-28
North Dakota,3/28/20,0,2020-03-28
Northern Mariana Islands,3/28/20,0,2020-03-28
Ohio,3/28/20,11,2020-03-28
Oklahoma,3/28/20,7,2020-03-28
Oregon,3/28/20,1,2020-03-28
Pennsylvania,3/28/20,12,2020-03-28
Puerto Rico,3/28/20,0,2020-03-28
Rhode Island,3/28/20,1,2020-03-28
South Carolina,3/28/20,2,2020-03-28
South Dakota,3/28/20,0,2020-03-28
Tennessee,3/28/20,1,2020-03-28
Texas,3/28/20,7,2020-03-28
Utah,3/28/20,0,2020-03-28
Vermont,3/28/20,2,2020-03-28
Virgin Islands,3/28/20,0,2020-03-28
Virginia,3/28/20,3,2020-03-28
Washington,3/28/20,31,2020-03-28
West Virginia,3/28/20,0,2020-03-28
Wisconsin,3/28/20,3,2020-03-28
Wyoming,3/28/20,0,2020-03-28
Alabama,3/29/20,6,2020-03-29
Alaska,3/29/20,0,2020-03-29
American Samoa,3/29/20,0,2020-03-29
Arizona,3/29/20,2,2020-03-29
Arkansas,3/29/20,1,2020-03-29
California,3/29/20,55,2020-03-29
Colorado,3/29/20,3,2020-03-29
Connecticut,3/29/20,1,2020-03-29
Delaware,3/29/20,0,2020-03-29
Diamond Princess,3/29/20,0,2020-03-29
District of Columbia,3/29/20,1,2020-03-29
Florida,3/29/20,2,2020-03-29
Georgia,3/29/20,11,2020-03-29
Grand Princess,3/29/20,0,2020-03-29
Guam,3/29/20,0,2020-03-29
Hawaii,3/29/20,0,2020-03-29
Idaho,3/29/20,1,2020-03-29
Illinois,3/29/20,19,2020-03-29
Indiana,3/29/20,18,2020-03-29
Iowa,3/29/20,1,2020-03-29
Kansas,3/29/20,2,2020-03-29
Kentucky,3/29/20,0,2020-03-29
Louisiana,3/29/20,14,2020-03-29
Maine,3/29/20,2,2020-03-29
Maryland,3/29/20,5,2020-03-29
Massachusetts,3/29/20,4,2020-03-29
Michigan,3/29/20,27,2020-03-29
Minnesota,3/29/20,4,2020-03-29
Mississippi,3/29/20,1,2020-03-29
Missouri,3/29/20,3,2020-03-29
Montana,3/29/20,0,2020-03-29
Nebraska,3/29/20,0,2020-03-29
Nevada,3/29/20,5,2020-03-29
New Hampshire,3/29/20,0,2020-03-29
New Jersey,3/29/20,27,2020-03-29
New Mexico,3/29/20,1,2020-03-29
New York,3/29/20,382,2020-03-29
North Carolina,3/29/20,2,2020-03-29
North Dakota,3/29/20,0,2020-03-29
Northern Mariana Islands,3/29/20,0,2020-03-29
Ohio,3/29/20,19,2020-03-29
Oklahoma,3/29/20,1,2020-03-29
Oregon,3/29/20,0,2020-03-29
Pennsylvania,3/29/20,7,2020-03-29
Puerto Rico,3/29/20,0,2020-03-29
Rhode Island,3/29/20,2,2020-03-29
South Carolina,3/29/20,1,2020-03-29
South Dakota,3/29/20,0,2020-03-29
Tennessee,3/29/20,1,2020-03-29
Texas,3/29/20,9,2020-03-29
Utah,3/29/20,1,2020-03-29
Vermont,3/29/20,0,2020-03-29
Virgin Islands,3/29/20,0,2020-03-29
Virginia,3/29/20,7,2020-03-29
Washington,3/29/20,10,2020-03-29
West Virginia,3/29/20,0,2020-03-29
Wisconsin,3/29/20,7,2020-03-29
Wyoming,3/29/20,0,2020-03-29
Alabama,3/30/20,0,2020-03-30
Alaska,3/30/20,1,2020-03-30
American Samoa,3/30/20,0,2020-03-30
Arizona,3/30/20,3,2020-03-30
Arkansas,3/30/20,1,2020-03-30
California,3/30/20,16,2020-03-30
Colorado,3/30/20,4,2020-03-30
Connecticut,3/30/20,2,2020-03-30
Delaware,3/30/20,0,2020-03-30
Diamond Princess,3/30/20,0,2020-03-30
District of Columbia,3/30/20,4,2020-03-30
Florida,3/30/20,7,2020-03-30
Georgia,3/30/20,7,2020-03-30
Grand Princess,3/30/20,0,2020-03-30
Guam,3/30/20,0,2020-03-30
Hawaii,3/30/20,0,2020-03-30
Idaho,3/30/20,1,2020-03-30
Illinois,3/30/20,7,2020-03-30
Indiana,3/30/20,15,2020-03-30
Iowa,3/30/20,2,2020-03-30
Kansas,3/30/20,1,2020-03-30
Kentucky,3/30/20,2,2020-03-30
Louisiana,3/30/20,34,2020-03-30
Maine,3/30/20,0,2020-03-30
Maryland,3/30/20,5,2020-03-30
Massachusetts,3/30/20,8,2020-03-30
Michigan,3/30/20,56,2020-03-30
Minnesota,3/30/20,1,2020-03-30
Mississippi,3/30/20,2,2020-03-30
Missouri,3/30/20,0,2020-03-30
Montana,3/30/20,4,2020-03-30
Nebraska,3/30/20,0,2020-03-30
Nevada,3/30/20,0,2020-03-30
New Hampshire,3/30/20,1,2020-03-30
New Jersey,3/30/20,49,2020-03-30
New Mexico,3/30/20,0,2020-03-30
New York,3/30/20,412,2020-03-30
North Carolina,3/30/20,0,2020-03-30
North Dakota,3/30/20,1,2020-03-30
Northern Mariana Islands,3/30/20,0,2020-03-30
Ohio,3/30/20,13,2020-03-30
Oklahoma,3/30/20,0,2020-03-30
Oregon,3/30/20,3,2020-03-30
Pennsylvania,3/30/20,9,2020-03-30
Puerto Rico,3/30/20,3,2020-03-30
Rhode Island,3/30/20,3,2020-03-30
South Carolina,3/30/20,2,2020-03-30
South Dakota,3/30/20,0,2020-03-30
Tennessee,3/30/20,6,2020-03-30
Texas,3/30/20,11,2020-03-30
Utah,3/30/20,2,2020-03-30
Vermont,3/30/20,0,2020-03-30
Virgin Islands,3/30/20,0,2020-03-30
Virginia,3/30/20,5,2020-03-30
Washington,3/30/20,7,2020-03-30
West Virginia,3/30/20,1,2020-03-30
Wisconsin,3/30/20,6,2020-03-30
Wyoming,3/30/20,0,2020-03-30
Alabama,3/31/20,13,2020-03-31
Alaska,3/31/20,0,2020-03-31
American Samoa,3/31/20,0,2020-03-31
Arizona,3/31/20,5,2020-03-31
Arkansas,3/31/20,1,2020-03-31
California,3/31/20,21,2020-03-31
Colorado,3/31/20,18,2020-03-31
Connecticut,3/31/20,33,2020-03-31
Delaware,3/31/20,3,2020-03-31
Diamond Princess,3/31/20,0,2020-03-31
District of Columbia,3/31/20,0,2020-03-31
Florida,3/31/20,22,2020-03-31
Georgia,3/31/20,24,2020-03-31
Grand Princess,3/31/20,0,2020-03-31
Guam,3/31/20,1,2020-03-31
Hawaii,3/31/20,0,2020-03-31
Idaho,3/31/20,2,2020-03-31
Illinois,3/31/20,26,2020-03-31
Indiana,3/31/20,21,2020-03-31
Iowa,3/31/20,1,2020-03-31
Kansas,3/31/20,1,2020-03-31
Kentucky,3/31/20,0,2020-03-31
Louisiana,3/31/20,54,2020-03-31
Maine,3/31/20,2,2020-03-31
Maryland,3/31/20,3,2020-03-31
Massachusetts,3/31/20,33,2020-03-31
Michigan,3/31/20,79,2020-03-31
Minnesota,3/31/20,2,2020-03-31
Mississippi,3/31/20,4,2020-03-31
Missouri,3/31/20,3,2020-03-31
Montana,3/31/20,0,2020-03-31
Nebraska,3/31/20,1,2020-03-31
Nevada,3/31/20,11,2020-03-31
New Hampshire,3/31/20,0,2020-03-31
New Jersey,3/31/20,98,2020-03-31
New Mexico,3/31/20,2,2020-03-31
New York,3/31/20,489,2020-03-31
North Carolina,3/31/20,5,2020-03-31
North Dakota,3/31/20,1,2020-03-31
Northern Mariana Islands,3/31/20,0,2020-03-31
Ohio,3/31/20,8,2020-03-31
Oklahoma,3/31/20,7,2020-03-31
Oregon,3/31/20,2,2020-03-31
Pennsylvania,3/31/20,13,2020-03-31
Puerto Rico,3/31/20,2,2020-03-31
Rhode Island,3/31/20,2,2020-03-31
South Carolina,3/31/20,4,2020-03-31
South Dakota,3/31/20,0,2020-03-31
Tennessee,3/31/20,9,2020-03-31
Texas,3/31/20,11,2020-03-31
Utah,3/31/20,1,2020-03-31
Vermont,3/31/20,1,2020-03-31
Virgin Islands,3/31/20,0,2020-03-31
Virginia,3/31/20,12,2020-03-31
Washington,3/31/20,20,2020-03-31
West Virginia,3/31/20,0,2020-03-31
Wisconsin,3/31/20,8,2020-03-31
Wyoming,3/31/20,0,2020-03-31
Alabama,4/1/20,4,2020-04-01
Alaska,4/1/20,0,2020-04-01
American Samoa,4/1/20,0,2020-04-01
Arizona,4/1/20,7,2020-04-01
Arkansas,4/1/20,2,2020-04-01
California,4/1/20,29,2020-04-01
Colorado,4/1/20,10,2020-04-01
Connecticut,4/1/20,16,2020-04-01
Delaware,4/1/20,10,2020-04-01
Diamond Princess,4/1/20,0,2020-04-01
District of Columbia,4/1/20,0,2020-04-01
Florida,4/1/20,2,2020-04-01
Georgia,4/1/20,28,2020-04-01
Grand Princess,4/1/20,0,2020-04-01
Guam,4/1/20,1,2020-04-01
Hawaii,4/1/20,1,2020-04-01
Idaho,4/1/20,1,2020-04-01
Illinois,4/1/20,42,2020-04-01
Indiana,4/1/20,22,2020-04-01
Iowa,4/1/20,2,2020-04-01
Kansas,4/1/20,1,2020-04-01
Kentucky,4/1/20,7,2020-04-01
Louisiana,4/1/20,34,2020-04-01
Maine,4/1/20,0,2020-04-01
Maryland,4/1/20,13,2020-04-01
Massachusetts,4/1/20,33,2020-04-01
Michigan,4/1/20,78,2020-04-01
Minnesota,4/1/20,5,2020-04-01
Mississippi,4/1/20,2,2020-04-01
Missouri,4/1/20,5,2020-04-01
Montana,4/1/20,1,2020-04-01
Nebraska,4/1/20,1,2020-04-01
Nevada,4/1/20,5,2020-04-01
New Hampshire,4/1/20,0,2020-04-01
New Jersey,4/1/20,110,2020-04-01
New Mexico,4/1/20,1,2020-04-01
New York,4/1/20,626,2020-04-01
North Carolina,4/1/20,2,2020-04-01
North Dakota,4/1/20,0,2020-04-01
Northern Mariana Islands,4/1/20,0,2020-04-01
Ohio,4/1/20,17,2020-04-01
Oklahoma,4/1/20,7,2020-04-01
Oregon,4/1/20,1,2020-04-01
Pennsylvania,4/1/20,11,2020-04-01
Puerto Rico,4/1/20,3,2020-04-01
Rhode Island,4/1/20,1,2020-04-01
South Carolina,4/1/20,4,2020-04-01
South Dakota,4/1/20,1,2020-04-01
Tennessee,4/1/20,1,2020-04-01
Texas,4/1/20,23,2020-04-01
Utah,4/1/20,0,2020-04-01
Vermont,4/1/20,3,2020-04-01
Virgin Islands,4/1/20,0,2020-04-01
Virginia,4/1/20,7,2020-04-01
Washington,4/1/20,85,2020-04-01
West Virginia,4/1/20,0,2020-04-01
Wisconsin,4/1/20,11,2020-04-01
Wyoming,4/1/20,0,2020-04-01
Alabama,4/2/20,5,2020-04-02
Alaska,4/2/20,0,2020-04-02
American Samoa,4/2/20,0,2020-04-02
Arizona,4/2/20,3,2020-04-02
Arkansas,4/2/20,2,2020-04-02
California,4/2/20,37,2020-04-02
Colorado,4/2/20,18,2020-04-02
Connecticut,4/2/20,27,2020-04-02
Delaware,4/2/20,3,2020-04-02
Diamond Princess,4/2/20,0,2020-04-02
District of Columbia,4/2/20,3,2020-04-02
Florida,4/2/20,77,2020-04-02
Georgia,4/2/20,24,2020-04-02
Grand Princess,4/2/20,0,2020-04-02
Guam,4/2/20,0,2020-04-02
Hawaii,4/2/20,0,2020-04-02
Idaho,4/2/20,0,2020-04-02
Illinois,4/2/20,22,2020-04-02
Indiana,4/2/20,22,2020-04-02
Iowa,4/2/20,2,2020-04-02
Kansas,4/2/20,3,2020-04-02
Kentucky,4/2/20,13,2020-04-02
Louisiana,4/2/20,37,2020-04-02
Maine,4/2/20,2,2020-04-02
Maryland,4/2/20,5,2020-04-02
Massachusetts,4/2/20,32,2020-04-02
Michigan,4/2/20,83,2020-04-02
Minnesota,4/2/20,1,2020-04-02
Mississippi,4/2/20,4,2020-04-02
Missouri,4/2/20,8,2020-04-02
Montana,4/2/20,0,2020-04-02
Nebraska,4/2/20,1,2020-04-02
Nevada,4/2/20,7,2020-04-02
New Hampshire,4/2/20,0,2020-04-02
New Jersey,4/2/20,205,2020-04-02
New Mexico,4/2/20,1,2020-04-02
New York,4/2/20,727,2020-04-02
North Carolina,4/2/20,7,2020-04-02
North Dakota,4/2/20,0,2020-04-02
Northern Mariana Islands,4/2/20,0,2020-04-02
Ohio,4/2/20,18,2020-04-02
Oklahoma,4/2/20,4,2020-04-02
Oregon,4/2/20,2,2020-04-02
Pennsylvania,4/2/20,17,2020-04-02
Puerto Rico,4/2/20,1,2020-04-02
Rhode Island,4/2/20,4,2020-04-02
South Carolina,4/2/20,5,2020-04-02
South Dakota,4/2/20,0,2020-04-02
Tennessee,4/2/20,12,2020-04-02
Texas,4/2/20,13,2020-04-02
Utah,4/2/20,2,2020-04-02
Vermont,4/2/20,1,2020-04-02
Virgin Islands,4/2/20,0,2020-04-02
Virginia,4/2/20,7,2020-04-02
Washington,4/2/20,30,2020-04-02
West Virginia,4/2/20,1,2020-04-02
Wisconsin,4/2/20,13,2020-04-02
Wyoming,4/2/20,0,2020-04-02
Alabama,4/3/20,6,2020-04-03
Alaska,4/3/20,0,2020-04-03
American Samoa,4/3/20,0,2020-04-03
Arizona,4/3/20,9,2020-04-03
Arkansas,4/3/20,0,2020-04-03
California,4/3/20,39,2020-04-03
Colorado,4/3/20,14,2020-04-03
Connecticut,4/3/20,19,2020-04-03
Delaware,4/3/20,1,2020-04-03
Diamond Princess,4/3/20,0,2020-04-03
District of Columbia,4/3/20,3,2020-04-03
Florida,4/3/20,6,2020-04-03
Georgia,4/3/20,21,2020-04-03
Grand Princess,4/3/20,0,2020-04-03
Guam,4/3/20,1,2020-04-03
Hawaii,4/3/20,2,2020-04-03
Idaho,4/3/20,0,2020-04-03
Illinois,4/3/20,47,2020-04-03
Indiana,4/3/20,32,2020-04-03
Iowa,4/3/20,0,2020-04-03
Kansas,4/3/20,5,2020-04-03
Kentucky,4/3/20,3,2020-04-03
Louisiana,4/3/20,60,2020-04-03
Maine,4/3/20,2,2020-04-03
Maryland,4/3/20,7,2020-04-03
Massachusetts,4/3/20,38,2020-04-03
Michigan,4/3/20,65,2020-04-03
Minnesota,4/3/20,4,2020-04-03
Mississippi,4/3/20,3,2020-04-03
Missouri,4/3/20,13,2020-04-03
Montana,4/3/20,1,2020-04-03
Nebraska,4/3/20,1,2020-04-03
Nevada,4/3/20,5,2020-04-03
New Hampshire,4/3/20,2,2020-04-03
New Jersey,4/3/20,136,2020-04-03
New Mexico,4/3/20,4,2020-04-03
New York,4/3/20,737,2020-04-03
North Carolina,4/3/20,6,2020-04-03
North Dakota,4/3/20,0,2020-04-03
Northern Mariana Islands,4/3/20,1,2020-04-03
Ohio,4/3/20,22,2020-04-03
Oklahoma,4/3/20,4,2020-04-03
Oregon,4/3/20,1,2020-04-03
Pennsylvania,4/3/20,13,2020-04-03
Puerto Rico,4/3/20,3,2020-04-03
Rhode Island,4/3/20,3,2020-04-03
South Carolina,4/3/20,3,2020-04-03
South Dakota,4/3/20,0,2020-04-03
Tennessee,4/3/20,5,2020-04-03
Texas,4/3/20,22,2020-04-03
Utah,4/3/20,0,2020-04-03
Vermont,4/3/20,0,2020-04-03
Virgin Islands,4/3/20,0,2020-04-03
Virginia,4/3/20,5,2020-04-03
Washington,4/3/20,29,2020-04-03
West Virginia,4/3/20,0,2020-04-03
Wisconsin,4/3/20,19,2020-04-03
Wyoming,4/3/20,0,2020-04-03
Alabama,4/4/20,6,2020-04-04
Alaska,4/4/20,2,2020-04-04
American Samoa,4/4/20,0,2020-04-04
Arizona,4/4/20,8,2020-04-04
Arkansas,4/4/20,2,2020-04-04
California,4/4/20,17,2020-04-04
Colorado,4/4/20,15,2020-04-04
Connecticut,4/4/20,34,2020-04-04
Delaware,4/4/20,0,2020-04-04
Diamond Princess,4/4/20,0,2020-04-04
District of Columbia,4/4/20,6,2020-04-04
Florida,4/4/20,25,2020-04-04
Georgia,4/4/20,17,2020-04-04
Grand Princess,4/4/20,0,2020-04-04
Guam,4/4/20,0,2020-04-04
Hawaii,4/4/20,0,2020-04-04
Idaho,4/4/20,1,2020-04-04
Illinois,4/4/20,34,2020-04-04
